Date,Alsace,Aquitaine,Auvergne,Basse-Normandie,Bourgogne,Bretagne,Centre,Champagne-Ardenne,Corse,Franche-Comté,Haute-Normandie,Languedoc-Roussillon,Limousin,Lorraine,Midi-Pyrénées,Nord-Pas-de-Calais,Pays-de-la-Loire,Picardie,Poitou-Charentes,Provence-Alpes-Côte-d'Azur,Ile-de-France,Rhône-Alpes
200236,1104,0,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,762
200237,515,280,1952,0,0,0,0,318,-,0,0,-,0,250,0,1797,-,0,0,0,109,1468
200238,1018,380,0,-,0,0,0,953,-,0,0,-,0,438,0,0,-,41,0,0,929,1503
200239,1733,354,0,685,295,0,0,0,-,0,0,0,69,0,0,0,0,245,348,0,651,5198
200240,691,0,0,62,0,0,0,0,-,830,0,0,242,0,0,0,0,0,83,0,590,2200
200241,58,66,0,284,0,304,0,0,-,118,0,187,104,44,0,0,0,253,0,1026,2912,2669
200242,1255,307,0,308,0,58,0,0,-,0,0,199,0,595,0,0,0,190,435,127,3657,1977
200243,1170,0,0,127,0,380,0,159,-,0,0,0,166,28,0,0,3507,0,300,890,2138,6086
200244,2679,690,0,128,0,310,0,318,-,0,0,0,582,29,0,0,2223,0,315,254,2692,4004
200245,2206,0,0,92,0,116,0,400,-,0,0,1060,83,180,0,2571,201,0,1136,308,1858,1246
200246,1103,0,0,93,0,507,0,168,-,0,269,568,0,59,0,0,0,0,1088,478,830,1132
200247,775,341,0,73,0,136,0,340,-,474,629,285,333,0,0,2299,0,0,827,1549,496,2162
200248,505,852,0,244,0,524,477,227,-,474,180,80,207,258,-,2299,0,0,704,2231,745,3971
200249,2649,1744,267,353,0,1254,355,48,-,0,0,0,207,330,0,0,140,0,647,2848,5221,1395
200250,1639,1737,350,310,0,769,34,490,-,0,45,1908,0,822,0,0,1886,232,661,1349,4027,11443
200251,787,1360,84,426,0,714,136,567,-,0,318,8254,250,1424,0,0,976,622,169,766,3033,16585
200252,1246,1009,59,129,0,1046,0,176,-,-,45,12347,250,1157,1860,2556,0,765,249,440,674,14692
200301,85,1112,492,0,0,482,271,298,-,0,0,748,977,567,2002,1227,0,260,41,3083,1927,5677
200302,0,1597,261,0,0,1759,814,552,-,415,220,1858,770,725,368,526,0,256,249,1505,2498,7464
200303,334,2349,537,368,0,1910,116,877,-,1066,26,1529,0,318,2639,0,0,625,539,3235,4367,15653
200304,3624,2820,531,292,0,2531,0,1008,-,3318,705,490,-,465,6014,2959,701,933,300,7742,3368,31668
200305,4029,5053,1971,220,294,2680,175,1377,-,6930,146,415,-,3524,12018,24598,2807,1325,315,17836,6076,39854
200306,3803,8360,1157,1278,168,5060,1789,1521,-,2280,9556,4206,1417,7813,11897,37459,2622,1616,795,17614,4296,43783
200307,2538,7620,2699,2255,2347,10344,2317,2976,-,1098,5089,5692,2206,7729,11824,8872,9361,4382,18885,22847,4962,44886
200308,2150,3272,2774,2734,3234,7794,1335,3008,-,0,2393,4741,3177,7751,12282,13576,77384,1012,10446,14317,7698,26540
200309,7278,3592,1937,3255,1220,15182,1324,2961,-,949,9107,3704,3174,6970,9938,6152,7252,2692,3909,13596,11338,14387
200310,5390,2315,1405,1768,2518,5768,4244,2879,-,2221,552,1942,2909,4203,215,1784,7134,1279,3887,14483,8163,15635
200311,5635,2942,724,1264,1544,822,861,3532,-,3169,179,2580,2704,3277,1444,1777,3837,252,332,7556,9319,9864
200312,5128,2327,1287,256,2941,1656,266,3370,-,3455,409,1127,1518,3843,1289,2161,1460,460,539,8982,7021,8161
200313,7668,2431,1390,513,1764,3104,0,2968,-,664,0,272,832,3990,806,3905,0,1072,518,3006,10970,3306
200314,1166,2004,2149,330,0,1876,1272,2519,-,95,1892,4769,3395,1102,0,3415,0,887,560,4285,15951,6953
200315,3488,1258,2807,343,2058,3004,0,1276,-,0,3549,1591,3401,1869,0,2351,0,1266,891,5869,1980,14159
200316,656,138,1770,1831,0,7359,173,496,-,0,4214,0,-,1547,0,2971,0,381,798,843,1353,16990
200317,3220,0,2146,778,0,3571,120,298,-,0,-,0,0,2585,0,1345,1968,364,218,231,4410,16038
200318,1171,1288,1053,112,589,613,17,0,-,0,0,0,0,165,-,0,0,0,249,1618,347,436
200319,1033,966,0,48,0,347,0,65,-,0,0,0,0,176,0,658,0,0,41,330,6062,0
200320,315,1449,0,0,0,141,0,480,-,0,0,0,0,577,0,0,500,0,0,0,694,2120
200321,0,0,0,0,0,0,0,681,-,0,0,0,-,435,0,0,53,0,0,0,1313,1261
200322,460,132,34,0,0,0,0,0,-,0,0,0,-,0,0,0,548,0,0,0,222,715
200323,92,1105,237,0,0,0,0,0,-,0,0,0,-,353,0,0,0,0,387,0,226,1143
200324,582,0,112,0,0,0,0,0,-,0,0,0,222,256,0,1842,0,0,0,0,0,483
200325,370,0,0,0,0,0,0,0,-,0,0,0,188,28,0,0,0,0,0,320,0,655
200326,569,0,0,0,0,0,0,0,-,0,0,0,160,657,0,0,0,0,0,192,391,1021
200327,734,368,0,0,0,0,0,0,-,-,0,0,182,0,0,0,0,0,-,0,0,374
200328,0,121,0,0,0,0,0,0,-,-,0,0,455,260,-,0,-,0,-,0,0,917
200329,551,0,0,0,0,0,-,0,-,-,0,0,500,529,0,-,-,0,-,0,0,2098
200330,184,0,0,0,0,0,-,0,-,0,0,0,-,0,0,-,0,0,0,0,0,2003
200331,0,0,0,0,-,0,0,0,-,0,0,0,0,0,-,-,0,0,0,0,565,651
200332,263,0,0,0,-,0,0,0,-,0,0,0,0,0,-,-,0,0,0,0,86,281
200333,138,0,0,0,0,0,0,0,-,0,-,0,-,0,-,0,0,0,0,0,0,848
200334,0,0,0,0,0,0,0,0,-,0,-,0,-,0,0,0,0,0,0,0,0,1510
200335,0,0,0,0,0,0,0,0,-,0,0,0,-,0,0,0,-,0,0,0,40,1628
200336,0,0,1803,131,0,0,0,0,-,0,0,-,-,44,0,7983,-,0,0,813,270,2361
200337,0,845,319,58,0,0,0,0,-,-,0,0,-,304,0,8619,0,0,0,326,0,7630
200338,536,1459,53,0,0,0,0,87,-,-,0,0,286,981,0,329,0,200,242,0,2327,8515
200339,921,2841,0,0,0,0,0,170,-,0,0,0,702,1138,0,3175,0,856,48,342,7244,8667
200340,1102,2092,133,597,0,0,22,220,-,0,0,14308,59,1904,0,8875,0,1611,314,2216,2997,1282
200341,2481,1451,53,239,0,927,143,966,-,0,812,491,278,2140,0,-,0,653,238,3255,2529,3673
200342,1129,915,0,102,699,2376,902,1365,-,0,1969,0,486,1774,0,3639,700,313,254,2637,7672,4846
200343,624,2749,87,541,1064,5033,417,933,-,-,4747,0,886,621,0,1478,0,633,0,1905,47136,3285
200344,985,1496,412,312,2044,5089,417,1281,-,0,12938,434,400,815,737,5421,0,2696,-,816,4653,4434
200345,2467,5598,633,2379,1018,8504,1823,1881,0,0,9840,1136,0,6231,2583,15125,1003,1328,-,861,7015,4750
200346,2295,4464,1218,4028,1346,9039,1620,2896,0,0,8916,2299,-,697,1885,13524,4451,4466,3651,4251,12743,15280
200347,1732,6490,3849,10723,12830,11067,15721,10692,93,1061,8163,18245,5495,1130,4898,28935,14677,12744,4910,11283,32888,37226
200348,5113,25283,5637,17639,15034,19511,30697,7303,257,3838,6999,56414,13019,7316,10234,16249,36960,17105,11059,17044,58585,48380
200349,11986,25566,4183,17070,14497,29232,28945,7851,210,1687,8101,43548,8359,16875,23622,9410,30244,10664,14544,33858,91937,46927
200350,11970,19939,2950,6288,13348,24850,20244,8621,300,928,7725,19412,7575,12367,19798,6937,15991,12009,26039,34920,61449,55974
200351,22715,37375,1660,3588,11523,16297,11204,5896,420,515,3113,19096,-,6664,12062,9632,8487,1309,7532,40895,48133,59418
200352,-,-,-,174,921,0,0,-,-,-,858,-,-,-,-,-,2098,0,811,0,1789,12216
200401,4055,11561,275,414,2489,1778,606,191,-,596,787,881,599,2461,3389,0,3070,466,1689,13653,7437,21113
200402,2635,5032,310,197,3826,2157,6209,613,174,682,434,252,576,5165,2355,3894,4358,400,3857,9314,8340,12360
200403,1577,947,1062,66,371,1928,1541,288,319,175,1083,651,4810,3090,812,333,243,708,2456,3963,9916,11701
200404,1072,747,1059,61,712,752,382,983,149,663,811,1348,2102,3501,1541,506,9546,576,610,4463,2969,5338
200405,1678,648,999,107,1053,2430,0,0,128,457,0,975,953,233,1798,1900,1608,910,848,3192,1873,1887
200406,445,1031,1400,75,729,644,429,561,0,55,0,1997,416,0,816,346,0,0,87,3211,2806,8037
200407,0,620,30,233,788,87,386,306,149,0,0,1969,1250,0,628,2981,0,0,312,1078,2534,2906
200408,442,686,180,0,316,157,245,187,209,23,0,1560,1211,729,478,1413,232,0,0,931,451,3184
200409,147,0,0,0,1070,26,95,622,-,80,0,0,476,1363,414,0,387,0,0,1546,244,786
200410,0,0,0,0,1432,0,0,576,-,80,0,0,0,530,586,15178,1097,0,0,1933,3126,587
200411,0,313,30,0,98,0,0,101,-,0,0,0,0,1002,605,2026,174,0,0,331,2813,3257
200412,0,418,210,0,0,224,603,0,-,319,0,0,1250,336,425,675,0,0,0,0,3788,3329
200413,0,590,0,0,0,0,651,0,-,0,0,0,1091,0,135,0,0,0,0,0,1829,1453
200414,808,244,0,0,78,298,175,0,-,0,0,0,213,0,359,3376,324,0,0,2086,1438,1034
200415,450,0,0,66,466,198,0,0,-,0,0,0,213,0,214,1009,0,0,0,194,1721,2047
200416,0,0,0,44,0,248,175,0,-,0,221,0,0,0,0,0,455,0,0,0,61,3560
200417,0,0,0,0,0,0,0,0,-,0,0,0,349,0,0,0,152,0,0,0,186,2938
200418,442,0,0,8,0,0,0,0,-,0,0,0,349,0,0,0,0,0,0,0,782,1841
200419,147,0,0,54,434,0,0,0,-,0,0,0,271,1854,166,0,0,0,0,467,862,523
200420,0,0,0,80,1520,58,0,0,-,0,0,991,240,686,173,0,0,0,0,187,515,1228
200421,0,0,0,13,217,203,0,0,-,0,0,992,240,894,184,0,0,0,0,0,268,1664
200422,0,347,0,0,0,58,0,0,-,0,0,284,387,691,0,0,0,0,0,0,149,3473
200423,0,0,0,0,0,0,0,0,-,0,0,2268,411,423,0,0,0,0,0,0,145,1485
200424,0,0,0,0,0,0,0,0,-,0,0,1984,-,782,0,0,0,0,0,0,0,3089
200425,0,662,0,0,60,0,44,78,-,96,0,284,-,0,0,0,0,0,0,0,484,1145
200426,0,738,0,0,422,0,305,152,-,76,0,0,319,0,0,0,0,0,0,0,989,2519
200427,0,365,0,0,60,0,175,0,-,93,0,0,262,0,0,0,455,0,0,0,828,1624
200428,0,0,0,0,0,55,0,0,-,0,0,0,122,0,274,-,152,0,268,0,0,2322
200429,797,529,0,0,0,88,371,78,-,-,0,0,163,0,68,0,0,0,51,0,0,939
200430,863,579,0,0,0,0,56,195,-,-,0,0,278,0,0,0,0,0,0,0,0,353
200431,211,829,0,0,0,0,0,0,-,-,0,53,175,0,0,0,0,0,0,0,0,419
200432,0,256,0,0,0,0,0,0,-,0,0,21,221,0,0,0,675,0,0,0,0,0
200433,0,0,0,0,0,69,0,0,-,0,0,0,240,0,0,0,174,0,0,144,0,0
200434,0,438,0,0,407,47,0,0,-,0,0,0,299,0,0,0,425,-,0,434,575,0
200435,363,600,0,0,320,0,0,0,-,0,0,0,175,0,0,0,182,0,0,0,437,0
200436,538,183,0,0,0,0,0,0,-,0,0,0,174,0,37,0,0,0,0,0,816,4618
200437,532,247,0,0,415,0,175,0,-,0,0,0,0,0,187,0,0,0,0,0,2115,3489
200438,1362,720,0,0,79,0,0,0,-,0,0,0,192,1463,416,4793,0,533,0,0,2277,1841
200439,940,290,300,0,504,228,0,0,-,0,0,0,192,1150,619,5478,0,400,0,0,2876,3449
200440,3249,277,653,1606,550,190,0,179,-,0,0,0,165,0,626,3204,0,0,0,0,9378,5657
200441,1192,202,726,0,273,198,0,829,-,0,0,0,317,303,61,1724,0,0,0,0,4189,2767
200442,1243,331,154,3056,652,432,0,478,-,0,0,0,477,307,0,953,0,0,314,508,5710,3595
200443,1444,400,0,0,536,978,0,329,-,0,0,0,-,654,289,1116,0,0,527,1237,4865,2025
200444,688,2391,426,0,407,901,0,426,-,0,0,266,-,80,96,2194,0,157,319,2413,2621,2378
200445,1015,1285,536,0,79,298,0,0,-,96,0,465,-,221,0,980,0,468,0,993,1691,2342
200446,1242,0,906,0,1140,191,0,450,-,34,0,66,-,308,184,705,0,156,851,1116,1889,1722
200447,0,158,568,0,775,157,0,221,-,0,32,0,1667,176,428,450,0,333,1082,812,2396,3533
200448,738,352,320,0,734,829,349,0,-,-,272,0,238,436,31,0,1434,133,1407,2265,4076,7255
200449,470,37,0,0,313,333,0,265,-,132,138,0,0,1650,401,0,492,932,835,2465,2844,5755
200450,536,782,150,436,0,1673,172,289,-,199,32,0,0,2395,2963,2100,617,1010,1054,1755,5652,10164
200451,343,990,901,839,0,890,741,1309,-,132,190,538,0,1061,2543,2816,506,704,2878,3204,7606,5926
200452,1179,2807,407,698,323,2038,174,1322,-,0,545,394,27,0,1768,922,202,140,1939,2867,4009,2684
200453,1557,5667,176,863,2002,2884,117,582,-,299,267,953,96,0,1431,1432,0,1242,319,1489,6354,4675
200501,1646,2552,330,248,2016,2113,214,392,-,389,40,404,113,724,4240,959,1062,1638,137,5573,14427,11550
200502,1799,3171,110,66,2003,3380,716,421,-,1312,338,1470,1469,3203,1827,8798,1794,1510,1552,7798,12505,12788
200503,3770,9005,663,880,3469,4807,1964,1776,-,2494,1801,956,2068,6895,2784,9145,2954,667,1523,15803,25387,31690
200504,8463,16770,2185,1218,2913,12275,3935,3507,-,5534,2972,17122,1404,12881,11205,32699,3019,2284,3947,25865,39594,56849
200505,10574,27969,4442,1379,7208,21401,6640,8149,-,9719,10065,36979,1551,21847,21042,66796,56871,3259,14236,33242,59082,110433
200506,12387,27489,8097,8670,13208,22283,11034,4634,-,3355,16953,39305,3449,28889,22497,39502,14237,0,27052,29097,59910,87162
200507,15792,22699,7800,8174,8183,21264,9171,7742,-,1606,15124,35245,3147,19837,6795,34416,17487,3882,3254,22891,73016,64761
200508,9405,20382,4194,5122,13260,9435,7695,4162,-,1437,13167,7936,2378,8183,9635,6830,10147,4804,15273,13944,47256,38325
200509,5444,12798,2990,3584,10513,14757,6524,6776,-,1418,10050,5651,2965,11714,6188,17392,22913,8362,12211,12328,20549,32077
200510,4862,7479,3304,1468,9341,17219,5099,5392,-,456,7273,3709,3112,5012,8865,13716,17096,8051,10691,15522,17455,15834
200511,4937,7357,220,1483,2653,13275,7781,4954,-,707,11646,4002,3977,5334,4303,13727,5080,6235,5493,12889,18209,5506
200512,4426,2201,831,263,2345,9566,0,4689,-,254,4784,252,1715,6403,758,1917,3697,2881,5298,5263,12468,6792
200513,295,290,472,249,1951,3912,0,971,-,0,929,270,3122,2156,964,0,309,305,1746,4425,7355,4218
200514,0,580,0,498,514,2477,0,587,-,41,442,378,639,0,525,0,0,443,628,2532,3466,2678
200515,287,253,0,66,102,2134,0,389,-,192,0,651,0,46,21,0,0,115,60,2174,1228,2699
200516,757,253,0,50,82,2143,0,390,-,0,0,0,0,323,75,0,0,0,0,271,1522,2562
200517,505,0,0,2982,12,786,150,0,-,0,0,0,103,0,11,0,0,0,0,0,828,854
200518,393,0,0,0,0,224,524,0,-,0,0,0,34,0,68,0,0,0,0,0,142,0
200519,95,0,0,479,0,0,0,84,-,0,0,0,0,0,103,0,0,0,476,0,1240,1426
200520,417,0,0,447,0,232,0,195,-,0,0,800,0,0,71,0,0,180,832,363,930,1433
200521,145,0,0,0,0,0,0,78,-,0,0,1401,0,0,36,0,0,63,139,363,287,1061
200522,236,0,0,0,0,0,0,195,-,0,0,361,0,323,0,0,0,0,0,52,1269,943
200523,250,0,0,1180,0,0,0,0,-,0,63,449,0,323,0,0,0,0,554,0,45,856
200524,0,0,0,183,0,0,0,0,-,0,379,0,59,0,0,0,0,0,555,0,273,799
200525,0,0,0,0,0,0,0,0,-,0,0,0,345,0,239,0,0,0,0,0,48,854
200526,564,0,0,0,79,239,0,0,-,0,0,0,90,0,187,0,0,0,0,0,374,1594
200527,319,0,0,0,79,239,0,0,-,0,0,0,128,0,156,0,0,0,0,0,0,0
200528,0,0,0,0,0,0,0,0,-,0,0,0,188,0,0,0,0,0,0,0,0,720
200529,0,0,1238,0,0,183,0,0,-,0,-,0,218,0,114,0,0,0,0,0,0,1897
200530,0,0,1238,0,0,0,0,0,-,0,0,0,120,0,57,0,0,0,975,0,0,0
200531,0,0,0,0,0,0,0,64,-,0,0,0,0,0,0,2396,0,0,0,0,0,0
200532,0,0,0,0,0,0,0,195,-,0,0,2277,153,0,0,0,0,0,0,0,0,0
200533,393,0,0,0,123,0,0,0,-,256,0,0,268,140,0,0,-,0,0,0,0,0
200534,196,0,0,0,0,0,0,0,-,0,0,0,-,213,184,0,-,-,0,2287,0,666
200535,623,0,0,0,0,0,0,0,-,0,0,0,0,0,31,0,0,0,0,0,417,349
200536,148,0,0,0,0,0,0,0,-,0,0,0,0,0,171,0,0,0,0,0,958,2715
200537,138,0,0,0,140,110,0,78,-,0,0,0,0,0,0,0,0,0,0,561,1345,3702
200538,1841,0,0,0,374,0,0,351,-,0,0,0,0,0,0,2109,0,0,0,748,2395,7802
200539,1827,274,0,0,556,47,0,637,-,51,0,280,0,0,0,3435,0,339,0,406,3688,8058
200540,2535,418,0,0,60,270,0,779,-,77,632,287,0,0,92,3973,0,0,51,1990,3581,8594
200541,3211,0,30,0,553,543,0,203,-,0,0,0,37,488,83,1064,0,0,1445,1918,3421,11189
200542,1446,0,180,0,364,0,0,750,-,0,0,0,892,575,103,1937,0,333,2726,331,3261,7466
200543,1384,0,120,66,0,667,0,478,-,0,1265,0,801,0,0,0,0,1257,406,0,4528,2394
200544,1194,210,840,166,0,215,792,0,-,0,0,0,537,383,0,0,0,699,476,2593,6124,2237
200545,1160,1095,0,232,0,540,552,216,0,92,0,0,230,96,98,0,0,310,638,1167,783,1726
200546,4386,1459,0,310,0,765,664,378,0,57,63,0,640,342,171,1065,0,0,0,2017,4057,5711
200547,3140,626,0,476,132,1729,1769,1695,0,0,379,461,451,137,0,796,0,0,27,2226,3402,6649
200548,4120,532,51,879,152,1006,42,291,0,0,252,802,518,164,160,530,0,333,179,2122,1818,5921
200549,3666,0,256,333,0,1498,382,907,55,0,1010,47,756,573,54,0,0,739,792,3464,2898,5829
200550,1296,301,0,687,442,2121,4977,885,0,358,442,0,1920,942,117,1595,0,70,639,2820,6007,9516
200551,2751,585,0,1117,543,1093,1485,1001,19,0,1836,637,1847,1110,398,668,2428,1347,161,1853,3362,4762
200552,3475,209,440,100,0,1340,0,750,110,583,300,1010,1237,1229,243,2169,0,607,60,1932,2344,6060
200601,2876,813,0,0,188,3480,585,416,149,380,0,1796,2288,1701,54,2094,0,536,531,1377,5708,4747
200602,1714,2742,350,481,1023,1838,1662,723,191,66,0,63,1273,1147,89,0,0,368,202,1977,3938,3789
200603,1898,1104,1106,560,3383,3788,2485,1008,122,430,96,292,1889,2945,1155,2984,360,782,935,3738,9241,9424
200604,2425,172,2370,830,3023,2895,2598,3694,15,1455,983,1288,3544,5325,3341,2805,7765,1690,1239,3812,16557,8475
200605,3862,2297,2674,1915,2156,7633,5601,8884,396,2987,2412,2643,3113,11771,3540,8854,6520,1380,1872,9127,39395,19482
200606,4368,4387,6250,7663,5158,17712,7491,13960,670,1170,4533,5422,2692,14603,5274,17477,7514,4434,1289,17523,47073,22828
200607,2836,3554,3683,5394,320,24884,4619,5899,863,152,4630,14339,621,15866,9057,15036,29088,507,1820,15222,23810,28122
200608,2668,5545,4557,3421,1357,15556,112,1242,1272,506,5864,7028,1339,10437,11325,7689,10094,3468,2073,8206,40135,32272
200609,3483,6837,2669,2057,764,8254,1933,549,1654,175,1804,4909,1259,9812,771,2141,3890,491,1516,5531,59351,19148
200610,1263,6702,2299,2027,929,2374,1757,368,2258,157,6595,7850,939,1980,359,2572,1719,1396,607,7391,35897,12378
200611,1953,8087,2296,4212,582,3873,2343,159,2538,1056,7329,10800,1062,1447,826,1971,428,2405,658,10580,25993,12061
200612,527,5798,648,4452,47,5608,2127,0,3411,1155,5051,6167,943,2335,1688,3901,262,1860,1290,7845,23757,28150
200613,860,13612,1356,3421,174,6232,1435,1116,2494,729,6152,2793,0,2040,354,9280,472,395,481,3806,19111,11527
200614,1306,7540,191,3028,214,2073,1170,208,1499,305,2176,650,254,468,504,0,0,139,784,2974,3170,13689
200615,0,2369,871,95,86,1267,0,20,924,0,1446,718,0,9608,1079,0,197,362,164,1835,399,10809
200616,0,1161,402,116,76,611,0,399,487,0,0,0,443,15574,44,0,463,0,0,499,193,9178
200617,0,223,241,116,457,614,0,207,71,0,0,0,190,12566,0,0,0,460,0,1225,1695,4596
200618,0,0,336,50,40,279,0,163,100,0,241,0,0,979,0,0,0,0,25,0,2911,591
200619,0,0,0,0,171,121,0,0,16,0,0,203,434,2637,0,0,0,0,152,724,0,935
200620,0,0,0,0,199,394,0,0,4,0,0,479,326,2426,0,0,0,263,0,695,1159,1846
200621,0,0,0,575,0,180,0,0,28,0,0,0,0,1998,0,0,0,197,0,621,194,931
200622,0,0,0,328,0,0,0,0,7,0,0,0,0,3051,0,0,0,0,0,0,322,1195
200623,0,0,44,0,0,0,0,46,0,0,0,0,0,1426,0,0,0,0,0,0,975,1769
200624,0,0,109,0,0,0,0,139,0,0,0,753,0,277,0,0,0,0,0,1225,48,2127
200625,0,0,0,0,0,0,0,0,0,131,0,1317,867,0,0,0,0,0,0,857,0,1789
200626,0,0,0,0,0,0,0,0,0,0,0,0,940,0,543,0,0,0,0,0,0,831
200627,503,0,0,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,22
200628,78,0,0,0,0,0,-,0,0,-,0,0,109,0,0,0,0,0,0,0,0,463
200629,0,758,0,0,0,0,0,0,28,-,0,0,0,0,0,0,0,0,0,0,0,299
200630,0,0,0,0,-,156,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,194
200631,0,0,0,0,-,29,0,0,79,0,0,-,0,0,0,-,0,-,0,0,0,747
200632,0,0,-,-,-,0,0,-,0,-,0,-,0,0,0,0,-,0,0,0,0,0
200633,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0
200634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,239,850
200635,602,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,152,0,205,0
200636,317,0,0,0,0,0,0,0,30,0,0,0,0,0,0,-,0,0,0,0,0,333
200637,115,0,0,0,0,0,0,0,70,0,0,0,0,364,0,0,0,0,0,0,0,1416
200638,411,0,267,0,0,45,0,0,132,0,0,0,0,52,0,0,124,0,0,0,303,493
200639,846,0,349,0,179,457,0,49,24,0,0,0,0,606,0,0,494,0,0,0,975,2041
200640,735,2776,445,0,120,1094,0,227,67,0,0,0,304,381,0,0,0,210,0,422,1660,2595
200641,2909,198,58,0,15,1935,0,330,81,0,0,0,326,216,155,0,0,350,25,951,2050,3487
200642,3051,260,277,0,325,844,0,65,56,-,446,0,434,0,89,1714,88,221,177,436,1084,3034
200643,2120,193,58,0,239,243,0,233,75,-,447,798,326,1327,0,1028,530,920,152,1009,902,6600
200644,1164,343,318,0,50,926,0,0,14,-,0,0,0,708,0,0,0,0,0,1453,477,1028
200645,888,373,920,0,58,1694,0,0,15,-,0,0,0,365,0,0,0,82,0,720,2390,3391
200646,1672,432,26,29,8,799,0,139,81,0,0,416,36,73,0,2056,0,429,0,1184,1609,2788
200647,662,2202,463,334,37,1316,0,199,43,152,1489,406,556,0,0,686,0,219,0,964,3557,2455
200648,769,1461,66,215,673,1539,0,0,74,152,0,775,526,2094,0,0,0,181,0,778,2252,2949
200649,446,2032,288,66,554,1577,0,46,105,0,87,219,904,892,592,0,120,136,0,2333,1193,4204
200650,1267,4065,641,182,354,2366,0,108,246,0,619,2148,723,376,1598,0,463,0,0,3622,4910,8025
200651,902,7601,1131,180,588,2258,0,435,404,473,1182,3560,1087,401,2354,1371,4752,0,400,5027,7034,7598
200652,1600,3182,1210,217,1576,2859,0,863,396,2549,1298,4306,2481,2740,4424,0,1258,6957,248,7827,9121,2880
200701,1847,3774,1133,87,1980,2473,125,277,666,596,191,2787,2667,1488,713,241,504,2374,62,6179,15283,6583
200702,1051,5747,1333,179,1875,3692,209,726,548,814,743,6768,2147,905,447,6486,633,2199,88,5078,15614,11789
200703,2274,6813,2998,881,802,5230,287,2750,909,288,224,8702,2715,1061,717,5558,1751,855,923,12357,22467,22991
200704,2260,6204,4125,2463,3214,11514,12417,4023,931,1204,2700,21831,3460,2184,4815,14301,4865,4410,885,24082,25205,36279
200705,7256,11522,5670,6574,6414,19438,28896,2480,1291,3406,10540,21574,3522,6119,14804,38999,4354,6999,3793,45313,33064,44410
200706,5871,44697,6761,2866,17996,23139,26252,10387,2153,4674,13141,23994,7606,10345,18919,42401,13613,11322,5948,46538,44088,41379
200707,9894,17346,6147,874,9707,16995,8095,6605,2392,5504,14616,20797,8770,9443,10366,40794,10543,11244,5771,26580,58228,22315
200708,15031,11713,3190,1188,9921,9949,5065,5227,1506,4425,5465,9988,3747,7580,6971,58945,7049,3373,3131,26814,25768,18369
200709,4281,6731,2100,258,919,5526,4202,2589,946,3336,5498,4687,2708,2747,2028,11940,0,766,481,12432,22876,15841
200710,1783,2949,1770,353,1215,2764,790,1125,298,803,2265,1230,986,1125,1622,0,0,0,51,5346,7153,9091
200711,1179,586,768,0,1040,1432,323,733,106,737,0,0,289,635,1581,0,0,2212,177,3186,5213,9907
200712,806,790,729,0,368,398,418,813,75,604,446,119,594,367,1456,392,0,613,177,198,5090,9091
200713,100,771,1011,0,0,735,0,1275,352,94,0,297,1124,336,50,1829,0,379,152,184,3084,2839
200714,161,497,494,0,123,282,0,744,57,0,0,0,705,0,0,0,88,0,0,535,1706,1549
200715,0,0,0,0,0,672,0,234,63,0,0,0,163,0,0,0,618,0,0,217,185,29
200716,482,0,26,0,0,495,0,173,67,0,0,1538,296,0,0,0,0,0,0,87,702,925
200717,0,325,128,0,0,0,0,0,91,0,0,880,296,0,551,0,0,0,0,0,1448,1712
200718,0,282,0,0,0,105,0,0,0,0,0,0,0,0,92,0,0,0,0,0,486,1606
200719,0,0,420,0,0,35,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1280,993
200720,181,0,0,0,0,0,0,223,12,0,0,0,289,0,0,0,0,0,0,2090,473,3685
200721,594,0,0,0,0,0,0,292,35,0,0,0,217,0,0,0,0,0,0,271,336,2303
200722,574,0,0,0,0,0,0,0,0,0,0,0,530,0,155,0,0,0,0,155,1019,2702
200723,258,0,0,0,0,0,0,0,85,0,0,0,684,617,155,0,0,0,0,0,542,1375
200724,0,0,0,0,0,0,0,0,185,0,0,0,457,242,0,0,0,0,0,0,382,798
200725,0,0,0,0,0,0,0,0,102,0,0,0,162,0,0,0,3238,0,0,0,109,841
200726,0,0,0,0,0,235,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0
200727,0,0,0,0,0,110,0,0,5,0,0,0,-,0,0,0,0,0,0,0,574,0
200728,211,0,0,0,0,491,-,0,9,0,0,0,-,0,0,0,0,0,0,0,421,0
200729,30,0,0,0,0,209,-,209,0,0,0,656,-,0,187,0,0,0,0,0,1103,0
200730,278,0,0,0,0,34,0,406,0,0,0,459,-,0,16,-,0,0,0,0,544,51
200731,34,0,0,0,0,0,0,0,0,0,0,0,-,0,146,0,0,0,0,0,227,255
200732,0,0,0,0,0,0,0,0,0,-,0,0,-,0,27,0,0,0,0,0,0,64
200733,0,2678,0,0,0,120,0,0,26,-,0,0,-,0,0,0,0,0,0,0,1315,75
