Date,Alsace,Aquitaine,Auvergne,Basse-Normandie,Bourgogne,Bretagne,Centre,Champagne-Ardenne,Corse,Franche-Comté,Haute-Normandie,Languedoc-Roussillon,Limousin,Lorraine,Midi-Pyrénées,Nord-Pas-de-Calais,Pays-de-la-Loire,Picardie,Poitou-Charentes,Provence-Alpes-Côte-d'Azur,Ile-de-France,Rhône-Alpes
199740,530,0,319,271,445,409,1314,16,-,0,0,0,257,0,517,981,797,0,0,814,2923,1164
199741,368,0,743,110,951,616,2346,451,-,54,0,92,143,396,0,929,193,338,0,619,2885,2482
199742,408,212,0,14,407,157,1561,348,-,117,0,364,0,1541,0,1375,0,569,124,1226,2179,2117
199743,475,1190,0,388,168,0,2710,336,-,181,0,43,553,1780,0,405,0,393,861,722,2606,2615
199744,731,543,0,345,101,203,1263,828,-,129,254,430,495,826,0,372,1380,655,242,850,3300,2606
199745,802,983,0,130,20,837,3784,828,-,47,242,899,100,295,0,402,1288,593,0,0,2847,616
199746,752,73,0,137,0,557,1133,0,-,142,0,704,0,260,0,804,0,456,0,0,1018,757
199747,1567,421,0,120,0,878,2006,63,-,123,45,573,22,39,0,0,1265,0,530,0,1869,945
199748,898,1902,268,223,370,870,676,105,-,75,60,393,155,135,0,0,161,718,379,0,1346,1957
199749,557,502,152,0,662,913,593,65,-,111,45,763,322,320,0,510,1733,0,0,1947,1239,2264
199750,763,200,930,74,700,2298,5624,87,-,248,135,807,100,834,126,3194,1256,822,0,4462,3884,1653
199751,564,603,138,28,32,3058,6525,76,-,17,1025,1737,600,1054,101,887,288,2242,0,5619,4270,2338
199752,192,67,20,33,165,760,2914,92,-,0,2119,2209,302,772,106,0,126,2315,0,6430,4012,5194
199801,875,1108,74,154,186,943,1224,31,-,202,1078,647,54,132,318,817,0,0,0,4832,4309,3474
199802,1162,435,494,126,453,242,2614,175,-,236,505,412,298,782,392,8490,245,1515,29,2415,4340,1292
199803,1039,90,1275,26,37,313,1784,27,-,296,2010,814,296,1466,120,2082,82,507,576,4212,10729,1032
199804,670,1102,788,624,0,425,1147,0,-,315,79,1404,796,1147,271,4180,0,721,361,7027,3159,1297
199805,1467,3855,1100,266,129,119,2814,322,-,226,205,1361,981,1455,2524,6339,754,2233,75,11184,6696,1591
199806,1169,6649,1096,374,6699,426,1647,150,-,395,463,10638,3656,2835,6961,6170,2526,1160,1105,16510,9918,4046
199807,9262,19457,1213,1205,8490,1663,6693,1912,-,5529,2054,15071,4764,2053,10325,13663,8495,4064,1927,24368,22141,8785
199808,12685,21175,624,547,9977,7652,12965,2671,-,10102,4742,8487,10839,1855,15193,20527,16717,7229,2071,32883,38786,16038
199809,5075,16011,854,1760,2341,7903,9053,912,-,4782,3631,6806,3460,3676,14114,9775,12240,5906,3645,21819,26504,23984
199810,3939,6850,1994,3095,2863,20131,7302,1249,-,4992,2069,9678,5045,3931,12032,6705,10399,9103,1806,13589,22550,29297
199811,1100,3388,3627,6103,3746,32806,1447,1391,-,3126,2077,11155,3431,7823,17014,6285,19537,3748,1983,6248,35197,40592
199812,2594,5576,8812,7483,2411,34589,3747,2942,-,2733,8412,9860,3431,16286,6375,13531,20178,6140,1492,6068,32467,46435
199813,3919,5066,4911,7736,4278,39256,4478,4600,-,3482,6000,11362,1916,19521,6047,21607,14494,13604,1674,6266,36938,43324
199814,5738,5188,3995,6385,9709,41153,9346,6553,-,7598,7890,8953,3512,19336,5077,24601,9128,13320,622,7171,34904,45809
199815,4162,2448,1698,2186,5436,10292,11012,6270,-,4096,4243,4422,2790,7895,519,11409,21542,8083,207,3456,20465,15207
199816,5671,4759,3587,552,3291,8720,4892,4443,-,1856,4003,3142,2243,2463,1790,5856,9936,7854,2042,3726,25253,8390
199817,2439,2039,875,1029,803,4080,717,3580,-,668,1243,1068,954,5225,345,1152,2864,3013,0,2181,5756,8890
199818,1055,28,968,711,214,1775,2632,470,-,166,554,414,592,1439,97,1070,5499,917,24,3084,2274,3615
199819,278,523,958,184,250,1158,251,52,-,202,0,1589,1198,1652,0,2285,2706,702,168,1967,820,2481
199820,397,287,191,0,0,454,342,0,-,156,0,857,443,479,0,421,1146,292,0,1720,2388,1120
199821,201,415,0,0,0,295,0,61,-,38,0,379,337,589,0,0,0,58,0,162,791,745
199822,949,145,68,0,27,592,0,29,-,0,0,339,283,672,0,0,0,0,0,0,1050,617
199823,321,0,226,0,226,1206,0,0,-,0,0,151,447,197,612,754,0,0,0,1024,1311,628
199824,144,1077,261,0,0,1177,1844,136,-,84,0,304,388,383,822,844,612,839,0,291,3093,786
199825,0,1730,86,199,108,1729,1545,97,-,136,0,1032,388,0,0,815,1334,736,383,244,3527,461
199826,0,310,171,19,116,1591,0,0,-,119,0,945,1036,0,0,817,576,999,0,333,1488,71
199827,0,938,171,132,0,461,0,77,-,0,0,534,0,681,0,1058,652,529,0,264,2885,812
199828,60,608,0,76,0,66,1453,0,-,0,263,126,414,489,0,2132,0,393,0,0,1913,231
199829,111,343,0,228,0,0,0,0,-,0,184,0,414,0,0,0,171,0,0,151,1692,421
199830,0,538,-,0,100,363,0,0,-,0,0,0,59,100,0,0,1142,0,0,459,605,0
199831,0,0,2392,0,186,165,0,17,-,0,0,0,0,218,0,0,245,0,0,504,338,82
199832,0,0,0,0,0,0,0,70,-,0,0,254,196,0,0,0,0,0,0,0,0,79
199833,0,332,0,0,0,0,0,0,-,0,0,148,473,87,368,0,0,0,0,256,0,0
199834,0,871,0,0,0,285,0,0,-,0,0,0,235,203,0,160,0,0,0,768,490,0
199835,0,310,0,0,0,63,0,0,-,0,0,395,97,58,421,320,0,0,0,0,0,0
199836,284,0,0,0,66,60,0,0,-,0,0,233,94,270,0,1032,0,0,0,0,0,422
199837,605,0,0,0,106,72,0,99,-,0,0,174,0,362,842,2154,0,214,0,0,616,476
199838,258,0,0,0,0,71,0,339,-,0,0,324,0,243,2316,3224,0,662,0,148,1010,1195
199839,492,711,0,0,0,968,0,179,-,0,0,770,259,150,1797,2689,306,879,0,2870,3225,1851
199840,1265,898,0,0,0,1190,244,0,-,0,0,1948,363,0,920,4964,2142,182,0,2543,1397,2207
199841,604,608,0,65,0,1385,75,29,-,46,0,1397,0,219,2068,3005,357,4365,0,3693,1401,1544
199842,695,473,342,49,0,376,226,87,-,70,47,502,0,0,1083,2476,71,2468,0,2415,2201,866
199843,117,479,171,0,0,225,0,39,-,92,80,168,296,0,1032,587,0,667,0,1723,2181,861
199844,135,547,147,0,194,672,0,0,-,18,0,284,345,0,1135,1618,918,0,192,835,2451,419
199845,1456,466,0,0,32,702,666,0,-,0,0,952,0,219,1264,213,275,1263,0,2230,2274,436
199846,767,358,343,0,592,1266,420,0,-,0,60,802,0,99,1378,214,0,507,0,1314,2626,1008
199847,883,763,342,244,148,1383,484,0,-,31,120,852,0,339,697,909,0,1618,0,1005,1682,2095
199848,1203,383,0,61,342,1122,0,193,-,62,161,99,0,638,707,1656,615,589,0,1764,3786,5054
199849,1288,560,0,34,560,1186,376,207,-,151,1961,0,0,244,1132,2598,420,5575,0,1243,7759,5035
199850,2669,2534,24,433,435,1325,299,216,-,345,270,871,0,355,2387,1718,7678,3470,48,8475,10660,3698
199851,1374,1808,147,513,3333,1299,676,92,-,211,185,1355,648,936,1821,3410,2926,6669,335,17699,10147,7633
199852,2150,1800,73,1158,3409,2706,879,1719,-,59,357,2718,640,1930,600,4499,1652,2969,0,19921,9523,4829
199853,3246,4391,125,847,2569,3238,6466,2161,-,94,3599,2853,229,3355,3758,14148,1244,2041,0,16273,10075,4295
199901,3420,7968,0,432,3535,6365,4294,2723,-,678,2400,6260,29,5776,3766,11300,3761,7185,48,20060,14857,11850
199902,3488,5776,85,836,2857,8988,7017,4984,-,1199,2471,7918,505,9706,5595,15156,9349,5925,1518,14975,16475,16925
199903,5189,9587,595,1920,6027,7910,9491,9826,-,2804,4605,9891,738,10532,8560,14891,10682,14565,2277,24590,28893,25766
199904,12050,10977,1893,1798,8444,12987,5929,12550,-,4618,12807,6920,2313,10847,24040,24442,69054,17777,4689,25067,27775,36429
199905,16250,19989,1582,2255,12269,19181,15680,7964,-,4332,8609,20664,3979,14381,24915,24158,26161,14662,6691,31892,37858,83721
199906,12260,29550,715,2330,20423,28524,8244,4435,-,6017,6298,40126,4034,11151,24071,17940,31187,5938,2773,30070,36000,81563
199907,16219,41235,633,1757,9515,35055,8434,4722,-,6047,6239,36340,4291,14404,17304,11335,43770,7017,1941,34852,64852,61800
199908,5504,21836,2913,744,5753,35533,8521,5971,-,3417,5658,10548,2213,3561,17134,11995,9225,10812,168,27974,33895,56613
199909,11597,10750,2659,1107,7646,13850,7959,4424,-,4288,2085,12432,1177,4733,8890,9137,9331,6004,905,13826,15539,23512
199910,6415,4086,797,863,4431,7236,5856,2426,-,966,1253,10089,1822,3669,6145,9630,15679,2139,670,11156,13021,16418
199911,6485,1861,583,578,3548,2780,2952,512,-,239,3067,7339,1694,891,1255,9253,11673,7531,407,8733,6697,9397
199912,1703,811,634,285,1877,3263,2802,695,-,370,2439,7035,1382,1309,1882,4858,5230,1196,2085,1595,5547,5055
199913,779,1521,579,212,901,988,3121,935,-,238,678,1413,175,413,1350,3709,1814,1805,0,496,4857,2730
199914,116,0,173,404,597,802,2196,538,-,0,432,271,0,97,0,710,324,500,0,764,3008,1930
199915,150,0,0,230,0,1032,1161,807,-,0,0,705,0,0,189,0,279,0,0,265,1771,618
199916,0,0,0,0,66,248,413,265,-,0,0,0,0,0,441,0,412,1500,0,854,0,415
199917,174,0,0,0,190,408,207,336,-,66,0,0,0,110,0,0,0,0,0,856,0,0
199918,33,817,0,0,0,166,184,0,-,0,0,0,237,314,0,0,0,0,0,0,0,125
199919,0,1119,0,482,0,602,321,0,-,0,0,0,932,0,0,0,0,0,0,131,260,156
199920,0,1504,0,230,0,434,321,39,-,0,0,0,0,0,0,0,0,1000,0,568,1128,94
199921,0,1175,0,613,0,248,138,45,-,0,0,0,0,147,0,558,0,0,0,212,474,161
199922,0,0,0,0,0,0,241,235,-,0,627,0,0,147,0,93,569,1000,0,304,254,214
199923,523,0,0,0,84,68,241,482,-,29,448,0,0,0,0,0,0,0,0,1135,1310,0
199924,0,972,0,0,233,25,275,457,-,44,0,0,0,0,0,0,0,0,0,1187,126,0
199925,0,2192,0,0,0,0,482,0,-,23,0,0,0,0,0,0,0,0,0,1608,0,0
199926,0,0,0,134,0,0,497,0,-,0,0,0,0,0,0,0,0,0,0,908,319,0
199927,0,1453,0,0,0,0,560,0,-,0,0,0,296,0,0,0,101,0,0,1059,0,0
199928,0,111,0,0,0,0,742,0,-,0,0,0,296,0,0,0,245,0,0,558,0,0
199929,0,59,0,0,0,0,1347,0,-,0,0,0,388,0,0,0,0,0,0,1116,0,0
199930,0,0,0,0,0,0,0,0,-,0,0,0,573,0,0,0,0,0,0,206,167,0
199931,0,0,-,0,0,0,0,0,-,0,0,0,647,0,0,0,0,0,0,0,234,0
199932,0,0,-,0,0,220,0,0,-,0,0,0,204,0,487,1081,0,0,0,1018,0,0
199933,116,0,0,0,0,199,0,0,-,0,0,0,296,0,488,5077,0,0,0,370,65,0
199934,48,427,0,0,0,0,0,470,-,0,0,0,592,0,0,1300,0,0,0,371,938,0
199935,577,1007,0,0,0,0,102,0,-,0,0,0,592,0,0,0,0,0,0,0,50,310
199936,327,1679,0,0,233,0,161,0,-,0,0,0,740,193,199,2230,0,0,0,0,41,0
199937,75,672,0,0,0,0,264,886,-,0,0,953,1036,161,149,0,0,0,0,133,1100,295
199938,584,537,0,263,0,150,413,1175,-,34,23,0,937,0,811,621,0,0,0,33,805,2274
199939,911,5277,0,44,0,150,825,737,-,199,121,0,691,188,2859,861,0,234,0,6645,2763,2506
199940,3476,332,97,0,0,216,946,758,-,130,297,0,1142,44,2049,1603,163,174,0,2794,2088,1492
199941,2813,988,583,204,0,368,848,797,-,322,423,570,937,530,0,4016,342,0,0,671,1694,4855
199942,2673,1898,0,102,676,105,674,345,-,455,625,276,0,176,0,5288,829,292,0,66,1633,2202
199943,3962,1094,0,0,676,448,810,308,-,899,644,788,0,0,0,5455,189,107,0,372,2624,2403
199944,1766,617,0,311,207,0,499,530,-,725,674,735,740,0,0,0,0,182,0,770,1767,3415
199945,1169,922,34,285,247,0,1437,0,-,10,265,1712,0,157,0,0,0,0,0,741,3059,2819
199946,0,865,238,121,337,43,0,134,-,88,32,0,259,473,0,-,0,0,0,0,269,1043
199947,0,1071,571,908,358,9118,53,481,-,350,111,315,259,1431,0,2273,0,843,96,2702,6839,755
199948,1090,648,0,782,1823,9841,1165,1017,-,337,102,334,296,820,2396,2520,3485,5570,138,4753,9485,3945
199949,4044,1211,381,1566,3104,7647,2444,1695,-,3129,3620,985,623,2763,2017,7788,3369,4362,298,4468,33289,7244
199950,8278,1830,1920,2549,4989,12673,3407,1496,-,3075,2182,2465,1827,4441,5078,6227,6966,11087,43,8766,45562,16162
199951,18762,2899,3364,6619,7469,20080,7775,9290,-,4104,1781,4240,3222,8922,7223,12826,11476,25915,894,7849,45853,25582
199952,14932,9866,3102,9359,6669,36301,5135,27372,-,4601,9146,13731,595,7749,10625,22745,9148,21477,543,21016,40461,42162
200001,19229,14045,3777,17997,18837,33616,13229,47934,-,7046,10903,29561,4908,5426,14901,59986,10707,20486,2369,43075,75722,44180
200002,17881,18092,5948,9399,19629,18208,8981,17268,-,10796,2915,16994,7902,7382,32272,73821,21728,15532,1040,38829,71772,54241
200003,13450,22928,5100,8567,11202,23645,9546,18653,-,7086,2609,15155,8040,9123,27777,57093,29133,11926,1344,37422,50079,59895
200004,12468,18747,2495,8757,7366,19898,5540,26167,-,5324,1656,15954,2857,5252,14627,20667,18304,6650,960,76898,35845,42702
200005,8345,9646,641,5859,5183,15059,2863,20676,-,12837,2263,11837,2274,2758,12477,25655,6002,5618,785,14727,24940,27952
200006,12981,4142,2093,3487,3266,7092,1941,9836,-,1793,1548,5954,353,1408,4633,11707,4440,4128,507,7223,11551,19466
200007,13509,1601,3946,1030,213,1602,789,6035,-,318,288,1902,0,633,845,2616,1604,3060,52,1577,6157,7189
200008,1535,474,0,454,559,1505,469,232,-,112,23,1339,0,1403,380,265,823,793,0,704,2241,4250
200009,271,548,0,336,0,429,119,163,-,87,0,0,0,127,888,531,0,255,0,806,1064,3514
200010,345,202,0,0,298,0,0,707,-,0,0,0,0,0,0,0,0,0,0,604,2090,3088
200011,0,441,0,65,0,324,347,0,-,0,0,81,0,506,0,678,0,0,0,227,4631,990
200012,0,0,0,49,0,989,387,0,-,0,180,217,0,84,0,339,0,0,0,755,705,721
200013,287,452,0,0,0,513,295,0,-,68,26,594,0,169,0,0,165,0,0,1057,554,477
200014,233,0,0,130,0,0,318,112,-,56,0,0,0,324,131,0,933,0,0,1553,864,3048
200015,0,365,0,68,0,353,341,157,-,45,0,1362,0,826,361,0,384,510,0,1974,0,781
200016,0,0,0,0,0,0,191,0,-,0,0,530,31,155,196,0,0,0,0,68,345,1438
200017,0,0,0,253,0,0,0,0,-,0,0,0,126,0,1098,0,0,0,137,0,0,801
200018,57,226,0,93,0,0,0,0,-,0,0,0,88,0,97,0,0,0,55,0,7358,0
200019,201,226,0,49,0,107,182,0,-,0,0,0,126,0,580,0,0,0,0,1066,396,6985
200020,172,0,0,0,0,198,318,29,-,0,0,0,0,0,0,0,0,0,0,1212,583,514
200021,406,0,0,0,0,0,191,50,-,0,0,0,69,0,0,0,166,0,0,796,763,0
200022,263,0,0,0,0,754,0,0,-,0,0,1482,241,0,0,0,0,0,0,604,401,326
200023,0,1356,0,0,0,0,232,0,-,0,0,321,103,0,188,0,0,0,0,0,511,2997
200024,0,0,0,0,0,0,264,0,-,0,0,0,77,0,556,0,0,0,0,0,183,818
200025,0,0,0,0,0,0,205,0,-,0,0,0,129,0,578,0,0,0,0,0,215,413
200026,0,0,0,0,0,0,0,0,-,0,0,0,0,0,369,0,0,0,0,0,22,297
200027,0,0,0,0,0,0,0,0,-,0,0,280,0,0,0,0,0,0,0,0,270,1017
200028,0,0,0,0,0,0,0,0,-,-,0,1028,0,0,0,0,0,0,0,0,33,117
200029,0,0,0,0,0,0,0,0,-,-,0,655,0,0,0,0,0,0,0,0,239,0
200030,0,0,0,0,0,96,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0
200031,0,0,0,0,0,209,0,0,-,0,0,0,-,0,0,0,0,0,0,0,219,1303
200032,0,0,0,0,-,41,0,0,-,0,0,0,168,0,0,0,0,0,0,0,42,108
200033,0,0,0,0,0,89,0,0,-,0,0,0,168,0,0,0,0,0,0,0,0,270
200034,0,0,0,0,0,98,0,0,-,0,0,0,168,0,580,0,0,0,0,0,0,0
200035,0,0,0,0,0,583,0,0,-,0,0,0,0,0,735,0,0,106,0,0,0,0
200036,0,211,0,0,0,494,0,0,-,0,0,0,0,0,437,0,0,206,0,0,262,0
200037,60,753,0,0,0,0,110,0,-,0,0,0,0,0,215,0,0,0,0,0,75,77
200038,1373,0,0,0,0,305,152,765,-,0,82,0,0,0,215,0,0,0,0,274,349,2688
200039,1505,0,0,0,515,94,0,6223,-,0,288,4903,0,0,-,0,0,0,0,657,1051,1062
200040,0,904,0,0,301,653,0,17,-,0,168,7805,0,0,0,0,90,0,0,529,473,17746
200041,70,0,0,0,221,441,167,87,-,0,64,1166,0,7041,0,509,315,0,0,982,2190,26955
200042,225,0,0,0,0,430,111,193,-,0,0,2974,0,344,592,3563,90,188,0,1359,2516,28808
200043,417,452,0,76,0,1270,0,77,-,0,0,4897,0,147,592,1490,0,251,0,956,1022,30322
200044,630,1256,0,59,0,971,0,0,-,0,0,2627,0,190,0,512,0,0,0,1020,1565,1436
200045,795,671,0,977,0,990,0,0,-,0,0,2742,288,391,1049,0,0,650,0,2219,3550,3684
200046,1171,0,0,716,0,968,0,0,-,0,205,2408,0,148,1051,-,0,188,0,0,3289,3384
200047,5732,212,0,496,153,1226,386,275,-,127,1010,2097,0,0,225,17797,62,251,0,965,6144,13690
200048,5907,1260,0,220,305,1531,337,0,-,76,1707,2664,499,662,1578,-,538,698,576,597,4973,7320
200049,344,1527,0,861,0,4386,1722,171,-,0,1953,3294,154,724,1491,15584,4608,439,575,735,7763,1744
200050,973,3204,587,1031,0,13019,1349,156,-,66,1672,10064,226,1432,1562,4920,9861,919,538,2725,9641,15569
200051,286,1449,2365,1959,0,15052,2551,459,-,54,2460,6941,1248,1211,3141,9815,12181,2571,710,4631,8908,11858
200052,80,2738,3155,1019,0,14895,3948,569,-,236,1173,5164,1929,1311,3025,16737,8245,1379,165,8484,5558,18829
200101,2908,1298,1590,394,0,7126,1489,1315,-,137,942,6778,1445,1768,1000,2911,1718,2529,73,10118,3556,22968
200102,2261,3159,802,302,589,10818,1712,1327,-,86,490,6913,1222,1153,1702,2612,1113,3038,665,8348,10012,21467
200103,3804,4688,586,1429,1851,10508,3182,436,-,209,453,2108,143,1324,3976,6314,2248,5200,461,24236,14272,23800
200104,6690,8728,2161,4651,10885,11789,3273,637,-,514,331,2036,524,3169,4302,14285,7312,16074,204,31220,26550,26396
200105,3568,11864,2325,5175,10846,5764,2624,2221,-,1047,1272,2732,2586,2690,5555,57776,2619,13070,304,22724,34432,17378
200106,1775,5480,8112,4895,10822,4933,1892,3295,-,906,1005,429,6062,1207,1260,38193,3511,4500,1000,12658,21566,15952
200107,536,3414,1992,2343,5129,3010,2393,1493,-,605,554,705,1525,1388,3127,11962,503,12077,466,14165,13328,8729
200108,1203,2619,1237,926,4592,1461,2544,715,-,575,364,1335,416,1730,1124,6953,72,6094,1610,5080,6360,8151
200109,1713,1787,418,833,593,957,2273,484,-,241,156,521,347,1861,1718,9744,2218,2087,1327,2364,10011,8481
200110,1402,1185,19,813,331,2525,357,499,-,29,82,165,364,965,2387,2942,3005,1111,0,2366,9362,6936
200111,1264,1305,134,546,551,1936,90,77,-,577,380,175,-,1716,1660,949,5250,1028,0,1643,13111,5187
200112,873,3568,115,448,98,1072,576,93,-,462,315,821,572,816,1081,2589,3897,1034,6084,3338,5932,4738
200113,1236,353,1523,436,349,3555,695,324,-,105,116,957,715,378,837,1446,5203,906,0,618,8309,5398
200114,362,0,2051,302,386,834,422,151,-,122,380,1472,0,555,365,1288,1917,523,86,621,5522,9252
200115,525,0,1835,224,589,1168,301,76,-,256,618,980,-,189,857,0,3429,613,56,0,3106,2877
200116,212,0,538,992,0,890,0,1057,-,223,319,182,-,318,0,1288,5286,483,0,0,1246,6417
200117,0,134,879,294,0,1244,364,1597,-,27,68,665,-,254,0,0,2304,1011,0,115,2791,2945
200118,0,362,352,231,0,1121,73,758,-,0,89,604,715,264,0,0,1251,393,0,728,2336,1767
200119,0,0,0,128,0,394,0,455,-,30,107,91,502,311,931,0,3717,260,0,189,107,1997
200120,0,1610,80,103,0,155,0,0,-,35,30,272,417,217,721,0,1272,95,0,380,0,3181
200121,0,805,106,0,0,332,0,0,-,27,0,0,-,88,636,0,0,143,0,0,850,3468
200122,0,377,0,0,131,1330,0,431,-,419,0,0,-,0,0,0,74,48,0,0,449,1173
200123,0,172,0,0,457,1301,0,123,-,415,0,0,-,0,0,0,426,0,0,0,285,1936
200124,0,0,0,0,0,608,0,0,-,0,0,0,-,0,0,0,882,0,0,0,744,2414
200125,0,0,0,0,0,0,0,0,-,0,0,0,-,0,0,0,72,0,0,0,140,1060
200126,0,0,326,0,0,442,0,0,-,0,0,0,-,0,190,0,430,0,0,0,45,824
200127,167,0,217,0,0,378,0,0,-,0,0,0,-,0,333,0,0,0,0,0,1303,667
200128,88,0,0,0,685,91,0,0,-,-,0,0,-,0,0,0,0,0,0,0,490,1047
200129,0,0,-,0,0,157,-,0,-,-,0,0,-,0,-,0,0,0,0,0,0,849
200130,0,0,-,0,0,0,-,0,-,-,0,0,-,0,-,0,0,0,0,0,75,815
200131,0,0,-,0,-,1062,-,0,-,-,0,0,-,0,-,0,0,0,0,0,820,10707
200132,0,0,0,0,-,0,-,0,-,-,-,0,-,0,0,0,0,0,-,0,0,0
200133,0,0,0,-,0,0,-,0,-,0,0,0,-,0,-,0,0,0,-,0,0,0
200134,0,0,0,0,587,0,-,0,-,0,0,0,-,0,-,0,0,-,-,0,979,0
200135,0,0,1274,0,0,0,-,0,-,0,0,0,222,0,0,0,0,0,-,0,0,209
200136,225,0,558,0,0,0,-,0,-,0,0,0,222,0,0,0,0,0,-,0,29,1669
200137,589,0,0,0,0,876,-,0,-,137,0,0,-,0,-,0,0,0,0,531,169,4026
200138,1529,488,186,0,0,0,0,0,-,20,0,0,-,176,-,-,0,293,-,449,461,4149
200139,620,776,470,0,2153,456,0,0,-,46,205,409,-,285,0,5142,0,611,-,338,3510,6076
200140,1630,0,465,82,1958,432,0,0,-,160,165,390,222,191,0,1872,94,747,0,625,1593,4274
200141,2824,805,645,48,2727,2302,0,0,-,160,68,0,222,528,0,0,1169,737,0,613,3386,2154
200142,1130,690,718,112,1354,1727,0,0,-,0,0,0,429,102,0,5747,1177,1665,-,0,1134,2594
200143,666,1541,1276,0,0,602,334,446,-,-,0,0,286,294,0,11495,117,163,-,0,2144,2971
200144,0,1053,319,64,0,785,974,478,-,-,0,167,-,294,0,0,0,145,-,308,1202,2303
200145,1702,1073,661,112,461,773,1085,509,-,0,66,705,-,578,0,680,680,1155,0,616,2405,966
200146,1788,1877,341,48,538,840,529,272,-,0,143,1381,-,744,0,2409,201,82,-,625,2715,3336
200147,67,1419,873,14,974,997,0,170,-,0,205,1074,-,938,0,1397,176,1733,-,521,3719,5678
200148,334,624,574,98,1050,159,334,194,-,0,332,1499,375,167,67,2110,601,1205,2028,1132,5241,4640
200149,29,902,526,0,589,63,72,426,-,1104,452,605,375,697,233,1266,1133,1212,-,1102,6458,6615
200150,430,1241,0,112,0,510,0,0,-,1105,239,440,-,1347,233,230,1023,2345,-,1406,5482,5742
200151,713,3256,615,224,0,1011,0,1016,-,0,967,1705,-,1298,-,218,544,433,-,2768,7091,7878
200152,672,5170,2171,69,1315,1715,706,831,-,0,698,1523,-,972,1126,764,0,731,-,5661,7398,8266
200201,1453,6197,2889,224,1210,2277,404,1098,-,122,380,10536,637,1621,3074,6496,3933,1233,-,4668,8460,19505
200202,2891,10444,2511,96,10509,8149,4368,3060,-,7654,1425,11559,868,2811,6001,12016,4090,5931,-,22311,29873,29526
200203,3018,18204,3212,386,17013,8965,4596,6039,-,11984,2607,13152,1445,9195,8795,13272,7850,9028,1625,19391,49727,65740
200204,832,15865,4752,862,18120,10921,6765,8775,-,33053,2742,12616,2574,17674,9748,14005,8710,20101,2392,29241,55974,91375
200205,2854,11215,5340,1338,12152,10805,6829,5481,-,22939,4064,10661,9691,16587,12809,13552,9422,12102,2538,23176,33020,81309
200206,1485,8027,4327,416,4374,16621,5634,2974,-,8269,0,15057,8173,7110,10735,9756,7107,5909,-,24690,17824,65564
200207,1407,5006,3331,96,1431,13297,1879,1682,-,1643,614,7252,4359,4945,6550,3744,5626,3093,2028,6914,7782,32515
200208,1128,5421,1423,128,0,4696,290,843,-,2017,263,7294,2389,2631,7315,1306,2879,1155,1740,14983,4687,13053
200209,1283,3245,701,168,294,3594,706,476,-,175,828,5911,1071,1414,1181,1230,2578,2383,1015,6960,1690,8869
200210,512,2238,1353,0,589,1498,0,308,-,1739,429,2666,0,638,2181,0,2203,2737,1014,1239,2332,5890
200211,981,2779,460,0,589,4127,0,279,-,1366,117,1386,139,617,2763,0,3426,4640,-,1317,4110,3510
200212,258,310,237,112,294,1981,0,934,-,1835,51,818,277,435,0,-,4763,3334,983,3054,1847,2984
200213,0,1077,702,0,294,3748,0,318,-,271,153,637,0,247,0,1316,868,1497,984,1520,1558,2850
200214,0,1104,140,199,0,3010,0,0,-,0,0,0,0,0,0,0,3155,1648,899,1085,3576,1444
200215,0,0,120,299,-,8700,0,0,-,0,0,0,0,0,407,2571,1828,0,0,326,3209,904
200216,0,604,0,96,0,2501,0,0,-,0,0,0,0,0,592,2574,1219,257,258,0,1678,1032
200217,469,0,0,0,0,1249,0,0,-,0,903,0,0,0,37,2576,849,44,52,1525,459,759
200218,184,0,0,128,0,648,0,57,-,0,1510,0,0,0,0,0,644,0,0,890,732,1095
200219,86,0,0,182,0,0,310,189,-,0,667,0,-,0,0,-,0,0,0,127,601,1310
200220,301,0,0,67,0,542,0,132,-,0,542,0,-,0,0,-,0,0,0,0,108,1160
200221,645,0,0,0,0,80,0,246,-,0,77,0,-,0,0,-,1506,0,0,0,401,794
200222,594,395,0,82,0,34,0,57,-,274,0,0,-,0,0,-,0,0,0,0,3167,1909
200223,1470,1651,0,37,0,0,44,0,-,274,-,0,-,2423,0,-,0,0,0,0,3378,4297
200224,709,279,0,0,0,141,186,41,-,0,2167,0,0,1785,0,0,0,0,0,0,2984,3640
200225,1103,0,0,0,0,133,0,132,-,0,309,0,0,0,0,-,638,0,0,0,1749,597
200226,1102,0,0,0,0,0,0,0,-,-,0,0,-,0,-,-,499,0,0,0,2928,237
200227,-,0,0,0,-,0,-,0,-,-,-,0,-,-,-,0,437,0,-,0,576,0
200228,643,0,0,0,0,0,0,0,-,-,0,0,-,0,0,3373,0,0,-,0,370,0
200229,276,0,0,0,0,0,0,0,-,0,0,0,-,0,0,3012,701,0,-,0,0,0
200230,0,0,0,0,-,0,0,0,-,0,0,0,0,0,-,1523,437,0,0,0,0,0
200231,502,0,0,0,-,0,0,0,-,0,0,0,0,0,-,2700,0,0,0,0,0,764
200232,221,0,0,112,-,0,0,106,-,-,0,0,0,0,-,0,0,0,0,0,0,0
200233,0,0,0,204,0,0,0,340,-,-,0,0,0,0,-,0,0,0,0,126,140,727
200234,0,0,0,53,0,0,0,0,-,-,0,0,0,0,0,501,0,0,0,652,92,424
200235,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,1252,0,0,0,84,0,77
